0;0;0;0;land;false;unknown;0
1;143;246;219;land;false;plains;1
2;77;249;234;land;false;plains;1
3;206;63;248;land;false;plains;1
4;173;84;251;land;true;plains;1
5;136;178;250;land;false;forest;1
6;229;254;54;land;false;forest;1
7;114;175;222;land;false;forest;1
8;251;198;212;land;false;plains;1
9;235;97;183;land;false;plains;1
10;116;151;249;land;false;marsh;1
11;239;142;175;land;false;hills;1
12;182;165;209;land;false;plains;1
13;239;130;194;land;false;urban;1
14;250;225;47;land;false;plains;1
15;192;252;87;land;false;plains;1
16;195;153;196;land;true;plains;1
17;171;214;172;land;false;plains;1
18;206;237;180;land;false;hills;1
19;241;73;240;land;false;plains;1
20;153;244;238;land;false;plains;1
21;225;187;163;land;false;plains;1
22;218;152;191;land;false;mountain;1
23;44;253;211;land;false;hills;1
24;252;134;223;land;false;plains;1
25;132;141;240;land;false;plains;1
26;168;164;231;land;false;plains;1
27;157;174;196;land;true;mountain;1
28;80;200;230;land;false;plains;1
29;186;210;112;land;false;urban;1
30;189;169;181;land;false;plains;1
31;89;194;249;land;false;hills;1
32;129;212;168;land;false;plains;1
33;221;240;96;land;false;hills;1
34;239;234;167;land;false;hills;1
35;210;192;228;land;false;hills;1
36;208;208;247;land;false;plains;1
37;254;97;197;land;false;plains;1
38;150;245;217;land;false;hills;1
39;170;251;166;land;false;plains;1
40;18;238;249;land;false;plains;1
41;250;236;114;land;false;hills;1
42;174;227;229;land;false;plains;1
43;43;248;231;land;false;forest;1
44;251;234;214;land;false;plains;1
45;238;233;90;land;true;plains;1
46;175;223;135;land;false;plains;1
47;149;249;159;land;false;hills;1
48;186;224;189;land;false;mountain;1
49;198;240;144;land;false;plains;1
50;138;181;202;land;false;plains;1
51;205;244;226;land;false;hills;1
52;247;254;154;land;false;plains;1
53;214;141;228;land;false;plains;1
54;239;239;34;land;false;mountain;1
55;217;254;126;land;false;mountain;1
56;190;223;91;land;false;plains;1
57;245;224;114;land;false;forest;1
58;237;83;197;land;true;marsh;1
59;248;169;141;land;false;plains;1
60;157;227;247;land;false;plains;1
61;149;244;188;land;true;plains;1
62;241;81;231;land;false;hills;1
63;155;136;234;land;true;plains;1
64;251;216;223;land;false;urban;1
65;71;236;244;land;true;plains;1
66;120;235;146;land;false;plains;1
67;250;121;153;land;true;hills;1
68;175;239;116;land;false;hills;1
69;150;140;228;land;true;forest;1
70;122;251;232;land;true;mountain;1
71;254;176;160;land;false;plains;1
72;239;242;204;land;true;plains;1
73;143;160;219;land;true;plains;1
74;215;117;233;land;true;plains;1
75;250;148;247;land;true;plains;1
76;120;250;254;land;false;forest;1
77;215;185;223;land;false;hills;1
78;184;135;208;land;false;mountain;1
79;242;148;247;land;true;plains;1
80;240;229;168;land;false;plains;1
81;187;150;170;land;false;plains;1
82;192;223;153;land;false;plains;1
83;153;194;175;land;false;plains;1
84;148;213;201;land;false;forest;1
85;253;167;97;land;false;plains;1
86;187;166;248;land;false;hills;1
87;215;236;242;land;false;plains;1
88;208;85;250;land;false;hills;1
89;178;161;219;land;false;plains;1
